Station Name,day,Min Solar radiation,Average Solar radiation,Max Solar radiation
Oak Street Weather Station,08/05/2016,-5,90.29166666666667,684
Foster Weather Station,10/19/2020,0,90.25,577
63rd Street Weather Station,01/23/2022,5,90.21739130434783,428
63rd Street Weather Station,02/18/2016,4,90.20833333333333,372
63rd Street Weather Station,12/30/2018,4,90.20833333333333,386
Oak Street Weather Station,09/09/2016,-3,90.05,326
63rd Street Weather Station,09/29/2016,1,90.0,869
Foster Weather Station,12/12/2021,1,90.0,394
Oak Street Weather Station,06/22/2015,-3,89.9090909090909,384
Foster Weather Station,01/21/2016,0,89.875,399
Foster Weather Station,12/28/2022,2,89.8695652173913,438
Oak Street Weather Station,04/08/2016,2,89.85714285714286,523
Oak Street Weather Station,10/30/2022,-2,89.8125,316
63rd Street Weather Station,12/07/2018,5,89.69565217391305,424
63rd Street Weather Station,11/05/2020,1,89.625,473
Foster Weather Station,06/04/2022,2,89.625,351
63rd Street Weather Station,11/29/2016,2,89.58333333333333,426
Oak Street Weather Station,10/08/2021,-4,89.54166666666667,591
63rd Street Weather Station,03/25/2022,3,89.5,666
Oak Street Weather Station,06/04/2022,-3,89.5,482
Oak Street Weather Station,11/01/2015,0,89.47826086956522,534
63rd Street Weather Station,12/04/2020,3,89.45833333333333,370
Foster Weather Station,01/23/2023,3,89.41666666666667,501
63rd Street Weather Station,12/20/2021,4,89.375,374
Oak Street Weather Station,08/15/2016,-4,89.34782608695652,306
63rd Street Weather Station,01/21/2022,5,89.33333333333333,501
63rd Street Weather Station,01/26/2019,6,89.25,436
63rd Street Weather Station,12/03/2020,3,89.25,387
63rd Street Weather Station,01/08/2019,3,89.25,526
63rd Street Weather Station,11/19/2021,3,89.20833333333333,424
Oak Street Weather Station,02/10/2023,1,89.20833333333333,518
63rd Street Weather Station,10/22/2015,2,89.17391304347827,605
Oak Street Weather Station,06/06/2022,-4,89.16666666666667,661
Foster Weather Station,01/16/2022,0,89.16666666666667,433
Oak Street Weather Station,03/28/2016,1,89.16666666666667,379
63rd Street Weather Station,10/04/2017,0,89.1304347826087,570
Oak Street Weather Station,03/04/2017,1,89.08333333333333,555
Foster Weather Station,10/15/2020,0,88.95833333333333,429
Foster Weather Station,02/14/2022,1,88.8695652173913,464
Oak Street Weather Station,11/07/2015,1,88.82608695652173,535
Foster Weather Station,08/14/2022,2,88.79166666666667,463
63rd Street Weather Station,10/25/2016,3,88.66666666666667,534
Foster Weather Station,01/30/2016,0,88.625,446
63rd Street Weather Station,12/18/2018,4,88.625,374
63rd Street Weather Station,06/06/2022,0,88.43478260869566,721
Oak Street Weather Station,05/18/2020,-2,88.29166666666667,571
Oak Street Weather Station,10/05/2016,-4,88.16666666666667,637
63rd Street Weather Station,11/07/2016,2,88.13636363636364,469
63rd Street Weather Station,03/10/2019,4,88.13636363636364,693
63rd Street Weather Station,12/07/2017,4,88.125,415
Foster Weather Station,12/09/2015,0,88.0,381
63rd Street Weather Station,10/15/2020,1,87.95833333333333,360
63rd Street Weather Station,11/13/2017,3,87.95833333333333,500
Oak Street Weather Station,04/28/2022,0,87.95833333333333,357
Foster Weather Station,11/23/2020,2,87.83333333333333,385
63rd Street Weather Station,03/30/2016,2,87.70833333333333,945
Foster Weather Station,01/05/2016,0,87.69565217391305,393
Foster Weather Station,12/24/2022,2,87.66666666666667,390
63rd Street Weather Station,12/04/2015,4,87.65217391304348,435
Foster Weather Station,10/13/2015,0,87.63636363636364,400
Oak Street Weather Station,05/24/2015,0,87.5909090909091,439
Foster Weather Station,04/13/2022,0,87.58333333333333,863
63rd Street Weather Station,12/13/2016,5,87.58333333333333,425
63rd Street Weather Station,12/04/2021,3,87.58333333333333,398
63rd Street Weather Station,09/23/2016,0,87.54166666666667,365
63rd Street Weather Station,08/24/2018,1,87.54166666666667,540
63rd Street Weather Station,12/08/2021,4,87.5,443
Foster Weather Station,10/20/2022,2,87.45833333333333,428
Oak Street Weather Station,10/27/2022,0,87.43478260869566,449
Oak Street Weather Station,10/18/2016,-4,87.3913043478261,681
63rd Street Weather Station,12/13/2021,3,87.375,376
Oak Street Weather Station,03/08/2023,1,87.1304347826087,516
Foster Weather Station,12/10/2021,0,87.0625,269
63rd Street Weather Station,01/11/2022,4,87.04347826086956,410
Oak Street Weather Station,08/26/2015,2,87.04347826086956,283
Oak Street Weather Station,09/01/2019,-3,86.95833333333333,670
Foster Weather Station,01/18/2022,1,86.95833333333333,471
Oak Street Weather Station,10/26/2017,-2,86.95833333333333,499
63rd Street Weather Station,12/10/2021,1,86.9375,349
Foster Weather Station,02/16/2016,0,86.91304347826087,708
Oak Street Weather Station,02/10/2016,4,86.91304347826087,593
Foster Weather Station,04/28/2022,2,86.83333333333333,388
Foster Weather Station,11/01/2020,0,86.79166666666667,535
63rd Street Weather Station,04/28/2022,3,86.73913043478261,406
Foster Weather Station,11/11/2022,3,86.65217391304348,476
63rd Street Weather Station,11/16/2021,2,86.65217391304348,422
Oak Street Weather Station,08/20/2015,0,86.6,516
Oak Street Weather Station,04/04/2020,0,86.58333333333333,368
63rd Street Weather Station,12/26/2016,3,86.58333333333333,407
63rd Street Weather Station,12/06/2021,4,86.54166666666667,551
63rd Street Weather Station,10/07/2017,0,86.375,600
Foster Weather Station,03/07/2022,0,86.375,498
Foster Weather Station,07/17/2022,2,86.33333333333333,260
63rd Street Weather Station,10/13/2021,0,86.29166666666667,572
63rd Street Weather Station,02/18/2019,5,86.20833333333333,582
Foster Weather Station,01/29/2022,0,86.04347826086956,468
63rd Street Weather Station,04/04/2017,3,86.0,767
Oak Street Weather Station,05/03/2018,-3,86.0,491
63rd Street Weather Station,03/03/2022,3,85.95833333333333,335
63rd Street Weather Station,11/26/2016,4,85.75,483
Oak Street Weather Station,03/23/2023,0,85.75,633
Oak Street Weather Station,10/28/2022,0,85.66666666666667,521
63rd Street Weather Station,12/30/2017,5,85.625,375
63rd Street Weather Station,07/01/2022,0,85.625,395
63rd Street Weather Station,07/15/2021,0,85.58333333333333,335
63rd Street Weather Station,11/15/2016,3,85.5,448
Foster Weather Station,08/09/2015,0,85.3913043478261,496
Oak Street Weather Station,09/30/2020,-2,85.375,846
Oak Street Weather Station,07/30/2016,-3,85.375,594
63rd Street Weather Station,12/24/2018,5,85.33333333333333,374
Foster Weather Station,12/13/2021,1,85.29166666666667,387
63rd Street Weather Station,10/22/2020,0,85.26086956521739,434
Oak Street Weather Station,11/04/2016,0,85.21739130434783,506
Oak Street Weather Station,08/21/2022,-4,85.16666666666667,439
63rd Street Weather Station,11/21/2021,2,85.1304347826087,464
63rd Street Weather Station,11/24/2015,4,85.125,415
Oak Street Weather Station,06/12/2019,-4,85.125,404
Oak Street Weather Station,10/19/2021,-3,85.125,511
Foster Weather Station,10/13/2021,2,85.08333333333333,560
Oak Street Weather Station,08/30/2016,-4,85.04166666666667,584
Oak Street Weather Station,03/05/2017,0,85.0,344
Oak Street Weather Station,07/01/2022,-6,85.0,353
Foster Weather Station,01/15/2023,3,84.95833333333333,423
Foster Weather Station,04/24/2022,2,84.91666666666667,283
Foster Weather Station,12/20/2021,2,84.83333333333333,381
63rd Street Weather Station,02/26/2016,4,84.70833333333333,389
Oak Street Weather Station,03/28/2017,1,84.70833333333333,363
63rd Street Weather Station,10/03/2020,2,84.65217391304348,797
Oak Street Weather Station,09/06/2020,-5,84.6086956521739,389
Foster Weather Station,02/05/2016,0,84.58333333333333,530
63rd Street Weather Station,05/23/2017,1,84.58333333333333,366
Oak Street Weather Station,09/28/2015,-3,84.56521739130434,370
Oak Street Weather Station,03/02/2022,0,84.54166666666667,480
Foster Weather Station,11/21/2020,2,84.41666666666667,414
Oak Street Weather Station,10/29/2022,0,84.41666666666667,508
Oak Street Weather Station,02/04/2023,1,84.41666666666667,451
Oak Street Weather Station,02/05/2023,1,84.21739130434783,459
Foster Weather Station,03/15/2016,0,84.16666666666667,441
63rd Street Weather Station,01/26/2018,3,84.16666666666667,446
Foster Weather Station,12/02/2021,1,83.91666666666667,361
Oak Street Weather Station,11/10/2015,1,83.89473684210526,366
Foster Weather Station,02/18/2016,0,83.875,506
63rd Street Weather Station,12/16/2018,3,83.875,392
63rd Street Weather Station,10/26/2021,2,83.8695652173913,524
63rd Street Weather Station,01/20/2019,5,83.83333333333333,494
63rd Street Weather Station,12/20/2017,3,83.75,503
Oak Street Weather Station,09/24/2016,-3,83.72727272727273,392
Foster Weather Station,02/11/2022,0,83.625,754
Foster Weather Station,11/28/2022,3,83.625,438
63rd Street Weather Station,01/17/2016,7,83.6,388
Foster Weather Station,01/14/2016,0,83.54166666666667,465
Oak Street Weather Station,06/15/2015,0,83.5,528
Oak Street Weather Station,05/26/2022,-4,83.29166666666667,471
Foster Weather Station,06/25/2021,0,83.26086956521739,686
Foster Weather Station,01/31/2022,1,83.25,449
Oak Street Weather Station,06/13/2019,-2,83.20833333333333,392
63rd Street Weather Station,12/02/2021,2,83.16666666666667,384
Foster Weather Station,06/21/2015,0,83.15384615384616,431
Oak Street Weather Station,11/04/2015,-2,83.08333333333333,471
63rd Street Weather Station,04/26/2016,0,83.04166666666667,318
63rd Street Weather Station,11/19/2020,1,83.04166666666667,340
63rd Street Weather Station,02/08/2016,4,83.0,194
63rd Street Weather Station,11/23/2015,4,82.95833333333333,383
63rd Street Weather Station,12/11/2018,4,82.95833333333333,385
Oak Street Weather Station,02/12/2022,1,82.95833333333333,488
63rd Street Weather Station,11/09/2017,3,82.95652173913044,423
63rd Street Weather Station,12/26/2018,3,82.91666666666667,391
63rd Street Weather Station,09/01/2018,0,82.86363636363636,473
63rd Street Weather Station,05/01/2016,4,82.73913043478261,315
Foster Weather Station,10/03/2021,2,82.58333333333333,429
63rd Street Weather Station,07/19/2020,0,82.54166666666667,507
63rd Street Weather Station,11/02/2018,3,82.5,421
Foster Weather Station,01/22/2022,0,82.47826086956522,448
Oak Street Weather Station,10/30/2020,1,82.45833333333333,533
63rd Street Weather Station,01/13/2019,4,82.45833333333333,538
63rd Street Weather Station,06/26/2021,0,82.45833333333333,754
63rd Street Weather Station,12/25/2015,4,82.45454545454545,429
Oak Street Weather Station,02/03/2023,4,82.41666666666667,462
Foster Weather Station,12/06/2015,0,82.3913043478261,392
63rd Street Weather Station,02/02/2019,4,82.33333333333333,434
Oak Street Weather Station,10/21/2017,-4,82.31818181818181,710
Foster Weather Station,10/21/2015,0,82.26086956521739,512
Oak Street Weather Station,10/14/2015,0,82.25,608
63rd Street Weather Station,11/19/2018,4,82.21739130434783,645
Oak Street Weather Station,04/08/2022,1,82.20833333333333,369
63rd Street Weather Station,12/16/2021,0,82.125,372
Foster Weather Station,03/25/2023,0,82.04761904761905,391
63rd Street Weather Station,12/25/2018,3,82.04166666666667,368
63rd Street Weather Station,04/16/2018,5,82.0,366
Foster Weather Station,06/24/2021,2,81.95652173913044,448
Oak Street Weather Station,10/26/2022,0,81.91666666666667,495
63rd Street Weather Station,10/03/2015,3,81.82608695652173,388
63rd Street Weather Station,10/17/2020,1,81.75,563
63rd Street Weather Station,11/03/2017,3,81.75,519
Oak Street Weather Station,06/07/2021,-4,81.75,348
Foster Weather Station,12/20/2015,0,81.72727272727273,399
63rd Street Weather Station,11/11/2015,2,81.72727272727273,467
Oak Street Weather Station,10/30/2015,1,81.70833333333333,526
63rd Street Weather Station,09/10/2016,0,81.66666666666667,573
Oak Street Weather Station,10/31/2020,0,81.6086956521739,501
Oak Street Weather Station,11/05/2016,-2,81.5909090909091,474
Oak Street Weather Station,02/12/2017,1,81.54545454545455,518
63rd Street Weather Station,10/20/2015,1,81.52173913043478,535
Oak Street Weather Station,02/06/2022,0,81.45833333333333,593
Foster Weather Station,11/23/2015,0,81.41666666666667,368
Foster Weather Station,05/24/2015,0,81.36842105263158,359
63rd Street Weather Station,05/07/2019,4,81.29166666666667,360
63rd Street Weather Station,01/07/2016,4,81.28571428571429,373
Foster Weather Station,12/06/2021,1,81.20833333333333,441
Oak Street Weather Station,03/06/2022,-2,81.16666666666667,348
63rd Street Weather Station,12/21/2021,4,81.08333333333333,379
Oak Street Weather Station,11/02/2020,0,80.95833333333333,504
Foster Weather Station,09/27/2015,0,80.95652173913044,562
Oak Street Weather Station,06/08/2022,-2,80.9047619047619,563
Oak Street Weather Station,08/22/2017,-4,80.69565217391305,358
Oak Street Weather Station,09/05/2015,0,80.63636363636364,495
Oak Street Weather Station,10/31/2017,0,80.625,560
Foster Weather Station,06/26/2021,0,80.54166666666667,438
Foster Weather Station,12/21/2021,2,80.375,354
63rd Street Weather Station,08/09/2015,1,80.26086956521739,456
Oak Street Weather Station,02/05/2022,3,80.20833333333333,407
Oak Street Weather Station,10/25/2016,0,80.20833333333333,440
Foster Weather Station,03/23/2016,0,80.16666666666667,616
63rd Street Weather Station,12/17/2021,3,80.125,394
Oak Street Weather Station,08/09/2015,0,80.04347826086956,600
63rd Street Weather Station,10/01/2018,0,80.0,322
Foster Weather Station,11/24/2015,0,80.0,453
63rd Street Weather Station,12/14/2017,4,80.0,416
Foster Weather Station,05/02/2022,2,80.0,241
Oak Street Weather Station,03/26/2017,0,79.95454545454545,387
Oak Street Weather Station,04/22/2016,0,79.75,298
63rd Street Weather Station,06/08/2022,1,79.63636363636364,483
63rd Street Weather Station,05/20/2017,2,79.54166666666667,400
63rd Street Weather Station,01/18/2022,4,79.45833333333333,332
63rd Street Weather Station,11/01/2021,3,79.3913043478261,434
63rd Street Weather Station,01/25/2019,6,79.375,360
Oak Street Weather Station,09/25/2022,-3,79.33333333333333,552
63rd Street Weather Station,07/14/2018,0,79.29166666666667,286
Foster Weather Station,10/18/2022,3,79.29166666666667,642
63rd Street Weather Station,12/14/2016,6,79.20833333333333,481
Oak Street Weather Station,02/05/2017,1,79.18181818181819,470
Foster Weather Station,01/21/2022,1,79.16666666666667,381
Oak Street Weather Station,09/12/2022,-2,78.82608695652173,367
Oak Street Weather Station,02/01/2023,2,78.73913043478261,448
Oak Street Weather Station,10/06/2022,-3,78.69565217391305,598
Oak Street Weather Station,09/26/2020,-4,78.66666666666667,277
Oak Street Weather Station,05/02/2022,0,78.6086956521739,245
Foster Weather Station,10/17/2020,0,78.58333333333333,563
Oak Street Weather Station,03/09/2017,1,78.43478260869566,285
63rd Street Weather Station,12/26/2017,7,78.38095238095238,315
63rd Street Weather Station,10/30/2017,3,78.20833333333333,551
Oak Street Weather Station,07/16/2021,-3,78.20833333333333,408
Oak Street Weather Station,06/21/2015,-2,78.14285714285714,536
Foster Weather Station,01/27/2016,0,78.1304347826087,639
Oak Street Weather Station,02/02/2018,2,78.125,472
63rd Street Weather Station,04/24/2022,0,78.04166666666667,460
63rd Street Weather Station,03/18/2017,3,78.0,264
63rd Street Weather Station,08/15/2016,0,77.95833333333333,330
63rd Street Weather Station,09/09/2016,0,77.95652173913044,302
63rd Street Weather Station,09/20/2021,0,77.9090909090909,503
63rd Street Weather Station,12/11/2017,4,77.86666666666666,530
Oak Street Weather Station,09/11/2015,1,77.82608695652173,733
63rd Street Weather Station,12/18/2015,4,77.73913043478261,446
Oak Street Weather Station,11/03/2021,0,77.73913043478261,418
Oak Street Weather Station,05/12/2018,0,77.66666666666667,404
63rd Street Weather Station,01/22/2022,5,77.65217391304348,473
Oak Street Weather Station,11/03/2022,-3,77.63636363636364,512
Oak Street Weather Station,11/01/2016,-3,77.5909090909091,465
63rd Street Weather Station,11/08/2016,2,77.25,483
Foster Weather Station,10/15/2015,0,77.2,436
Foster Weather Station,12/08/2021,1,77.125,417
Foster Weather Station,11/10/2021,1,77.125,373
63rd Street Weather Station,09/26/2020,0,77.0,249
63rd Street Weather Station,07/16/2021,0,76.95833333333333,331
Oak Street Weather Station,02/16/2017,1,76.95833333333333,445
63rd Street Weather Station,03/01/2019,5,76.91666666666667,303
Oak Street Weather Station,02/02/2017,2,76.91666666666667,491
63rd Street Weather Station,09/24/2018,0,76.77272727272727,358
63rd Street Weather Station,09/13/2017,1,76.76190476190476,373
